id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion
3772,Sevilla,Nervión,Venta, Piso ,256767.0,83.6,1.0,,Buen estado,1975,3,,True,False,True,True,5.54,2024-12-14
3773,Sevilla,Triana,Venta,Piso,249101.0,69.1,1.0,1.0,Buen estado,2006,9,False,False,True,False,False,3.41,2024-11-15
3774,Sevilla,Macarena,Venta,Piso,188426.0,55.8,3.0,1.0,Buen estado,1990,5,False,False,False,False,False,4.44,2025-03-10
3775,Sevilla,Macarena,Venta,Piso,245200.0,86.1,3.0,2.0,Buen estado,1967,3,True,True,True,False,False,4.71,2025-04-01
3776,Sevilla,Los Remedios,Venta,Piso,148383.0,45.2,6.0,1.0,Buen estado,1985,9,False,False,True,True,False,3.04,2025-02-04
3777,Sevilla,Macarena,Alquiler, Piso ,121680.0,46.7,1.0,1.0,Buen estado,1980,1,True,True,False,False,False,3.71,2025-03-08
3778,Sevilla,Triana,Venta,Dúplex,179729.0,54.6,3.0,,Buen estado,1994,2,False,True,True,False,True,3.48,2025-02-08
3779,Sevilla,Nervión,Alquiler,Estudio,225844.0,74.6,1.0,1.0,Buen estado,1990,3,True,False,True,True,False,5.97,2024-11-24
3780,Sevilla,Triana,Alquiler, Piso ,385066.0,133.30431232819012,1.0,,Buen estado,1997,7,,True,False,False,False,1.68,2024-11-04
3781,Sevilla,Triana,Alquiler,Dúplex,108271.0,30.0,2.0,1.0,Obra nueva,2023,7,True,False,False,False,False,4.94,2025-01-26
3782,Sevilla,Santa Cruz,Venta,Piso,155878.0,60.3,2.0,1.0,Buen estado,1973,Bajo,False,False,True,False,False,4.15,2024-12-23
3783,Sevilla,Nervión,Venta,Piso,348747.0,85.3,2.0,1.0,Buen estado,1964,4,False,False,False,True,False,4.08,2025-02-27
3784,Sevilla,Macarena,Venta,Piso,,,1.0,2.0,Buen estado,1994,1,True,True,False,False,False,3.05,2025-01-25
3785,Sevilla,Santa Cruz,Venta,Piso,342279.0,110.8,5.0,1.0,Obra nueva,2019,Bajo,True,True,True,True,True,,2024-11-24
3786,Sevilla,Macarena,Alquiler,Chalet,202125.0,60.2,2.0,1.0,Obra nueva,2018,1,True,False,False,True,False,5.02,2024-12-16
3787,Sevilla,Nervión,Venta,Piso,298251.0,76.6,2.0,1.0,Obra nueva,2018,6,True,False,True,True,True,5.12,2025-02-25
3788,Sevilla,Triana,Alquiler,Piso,226862.0,71.5,5.0,1.0,Reformado,1975,Bajo,False,True,False,False,,7.17,2024-12-03
3789,Sevilla,Triana,Venta,Piso,351769.0,92.6,3.0,1.0,Reformado,1997,Bajo,True,True,False,False,False,5.03,2025-01-04
3790,Sevilla,Triana,Alquiler,Piso,347896.0,118.0,1.0,1.0,Buen estado,2011,2,True,False,False,False,False,5.38,2025-01-22
3791,Sevilla,Macarena,Venta,Ático,356459.0,94.8,1.0,1.0,Buen estado,1973,3,True,False,False,False,False,3.66,2024-11-06
3792,Sevilla,Macarena,Venta,Piso,212408.0,68.3,1.0,1.0, Buen estado ,1992,3,True,False,False,True,True,4.33,2025-02-28
3793,Sevilla,Triana,Venta,Chalet,269026.0,93.3,2.0,2.0,Buen estado,1984,6,False,False,False,False,True,8.63,2024-12-31
3794,Sevilla,Los Remedios,Venta,Ático,302009.0,77.2,1.0,2.0,Buen estado,1956,9,True,False,False,False,True,3.97,2025-02-26
3795,Sevilla,Los Remedios,Venta,Estudio,303198.0,85.1,2.0,1.0,Obra nueva,2019,2,True,True,False,False,,4.42,2025-02-04
3796,Sevilla,Nervión,Alquiler,Piso,135098.0,46.0,2.0,2.0,Buen estado,1987,1,True,True,False,True,False,6.31,2024-11-18
3797,Sevilla,Santa Cruz,Venta,Piso,305366.0,96.9,2.0,1.0,Buen estado,1980,Bajo,False,False,False,True,False,3.87,2024-12-24
3798,Sevilla,Santa Cruz,Alquiler,Piso,263370.0,86.6,4.0,1.0,Obra nueva,2023,6,,True,True,True,True,2.73,2025-02-01
3799,Sevilla,Macarena,Venta,Dúplex,295277.0,107.8,2.0,1.0,Buen estado,2011,2,False,False,False,False,False,8.54,
3800,Sevilla,Los Remedios,Venta,Piso,155973.0,55.4,2.0,3.0,Buen estado,1991,9,True,False,False,True,True,5.07,2025-03-18
3801,Sevilla,Santa Cruz, Venta ,Piso,198769.0,64.9,2.0,1.0,Buen estado,1992,8,False,False,True,,False,6.32,2025-01-28
3802,Sevilla,Los Remedios,Alquiler,Piso,214177.0,61.6,,1.0,Buen estado,1983,5,True,False,False,False,False,4.65,
3803, Sevilla ,Triana,Venta,Piso,272649.0,70.4,1.0,2.0,Buen estado,1990,1,True,True,False,False,False,4.22,2025-03-02
3804,Sevilla,Nervión,Venta,Piso,151351.0,48.4,1.0,2.0,Obra nueva,2020,4,True,True,False,False,True,6.19,2024-12-08
3805,Sevilla,Santa Cruz,Venta,Piso,215920.0,74.6,3.0,2.0,Buen estado,1982,Bajo,True,False,,False,True,4.09,2025-03-07
3806,Sevilla, Nervión ,Venta,Piso,233957.0,67.7,2.0,2.0,A reformar,1989,3,True,False,False,,False,3.36,2024-11-30
3807,Sevilla,Nervión,Venta,Piso,286291.0,86.4,3.0,1.0,Buen estado,1960,Bajo,True,True,False,False,True,6.07,2024-11-17
3808,Sevilla,Los Remedios,Alquiler,Dúplex,256460.0,62.5,2.0,1.0,Buen estado,1990,Bajo,True,True,True,True,True,,2024-11-07
3809,Sevilla,Santa Cruz,Alquiler,Piso,331856.0,96.1,1.0,1.0,Buen estado,1988,5,False,True,False,False,False,5.69,2025-04-01
3810,Sevilla,Triana,Venta,Piso,318413.0,100.5,2.0,1.0,Buen estado,1975,8,False,False,False,False,True,3.84,
3811,Sevilla,Los Remedios,Venta,Piso,,88.3,4.0,1.0,Buen estado,1988,3,True,,False,True,False,8.54,2024-11-27
3812,Sevilla,Nervión,Venta,Piso,,76.3,1.0,1.0,Reformado,1983,9,False,,False,False,True,5.09,2025-01-26
3813,Sevilla,Nervión,Venta,Piso,236755.0,78.6,4.0,1.0,Buen estado,1974,8,False,False,False,False,False,,2025-03-23
3814,Sevilla,Nervión,Venta,Dúplex,183681.0,69.1,4.0,1.0,Obra nueva,2020,1,False,False,False,False,False,3.9,2024-11-19
3815,Sevilla,Santa Cruz,Venta,Dúplex,311209.0,86.2,1.0,1.0,Obra nueva,2021,5,False,True,True,False,False,5.54,2025-03-14
3816,Sevilla,Santa Cruz,Venta,Chalet,180918.0,53.8,4.0,2.0,Buen estado,1986,3,True,False,False,False,False,3.14,2025-02-13
3817,Sevilla,Macarena,Venta,Piso,291256.0,79.6,5.0,1.0,Buen estado,1975,5,True,True,False,False,False,3.85,2024-12-19
3818,Sevilla,Nervión,Venta,Piso,285508.0,94.6,2.0,2.0,Buen estado,1972,4,True,False,True,False,False,4.85,2025-03-22
3819,Sevilla,Triana,Venta,Ático,214319.0,68.9,1.0,1.0,Buen estado,1979,1,True,True,False,False,True,4.28,2025-03-08
3820,Sevilla,Nervión,Venta,Piso,266686.0,77.8,1.0,1.0,Obra nueva,2018,7,True,False,False,True,False,6.06,2025-01-12
3821,Sevilla,Nervión,Alquiler,Piso,308138.0,83.5,1.0,1.0,Buen estado,1979,4,False,,,False,False,6.68,2025-02-07
3822,Sevilla,Los Remedios,Venta,Ático,,,,1.0,Buen estado,1978,6,True,True,False,False,True,6.68,2024-12-12
3823,Sevilla,Macarena,Venta,Ático,111989.0,30.0,1.0,1.0,Obra nueva,2022,6,True,True,False,False,False,4.95,2024-11-08
3824,Sevilla,Macarena,Alquiler,Piso,206833.0,76.4,2.0,1.0,Buen estado,1954,9,False,False,,True,True,6.65,2024-11-18
3825,Sevilla,Santa Cruz,Alquiler,Piso,312009.0,94.6,4.0,1.0,Buen estado,1985,Bajo,,,False,False,True,4.53,2024-11-26
3826,Sevilla,Nervión,Alquiler,Piso,246786.0,92.5,5.0,1.0, Buen estado ,1961,5,True,True,False,False,False,6.82,2025-01-07
3827,Sevilla,Triana,Venta, Piso ,311546.0,92.9,3.0,2.0,Obra nueva,2019,1,True,False,False,True,True,6.89,2025-03-06
3828,Sevilla,Triana,Venta,Estudio,429130.0,110.3,4.0,3.0,Buen estado,2001,7,True,,False,True,False,7.35,2025-02-10
3829,Sevilla,Santa Cruz,Venta,Piso,249602.0,63.1,4.0,2.0,Buen estado,1996,2,True,True,False,True,False,6.2,2025-01-12
3830,Sevilla,Los Remedios,Alquiler,Piso,200788.0,61.4,1.0,3.0,Buen estado,1988,8,True,True,,False,False,5.4,2024-12-08
3831,Sevilla,Los Remedios,Venta,Estudio,,43.5,6.0,1.0,Obra nueva,2022,1,False,False,True,True,False,2.64,2025-03-09
3832,Sevilla,Nervión,Alquiler,Chalet,497086.0,93.1,2.0,1.0,Buen estado,1977,8,True,,False,False,False,5.83,2025-02-09
3833,Sevilla,Macarena,Venta,Piso,293266.0,109.6,1.0,1.0,Buen estado,1984,9,True,True,False,False,False,4.68,2024-11-28
3834,Sevilla,Nervión,Alquiler,Dúplex,348648.0,84.1,4.0,2.0,Buen estado,1972,8,False,True,,False,False,5.61,2025-01-27
3835,Sevilla,Los Remedios,Venta,Ático,,84.4,1.0,,Reformado,1980,2,True,False,False,True,False,6.52,2025-01-04
3836,Sevilla,Macarena,Alquiler,Estudio,,,4.0,,A reformar,1977,4,,False,,False,False,5.23,2024-10-23
3837,Sevilla,Santa Cruz,Venta,Piso,212101.0,58.2,2.0,3.0, Obra nueva ,2023,8,True,True,,False,False,7.47,2025-02-21
3838,Sevilla,Nervión,Alquiler,Piso,266945.0,81.8,2.0,2.0,A reformar,1995,5,True,True,False,False,True,3.26,2025-04-06
3839,Sevilla,Macarena,Alquiler,Piso,411387.0,77.4,2.0,1.0,Buen estado,1993,2,False,False,False,False,False,4.55,2024-10-13
3840,Sevilla,Santa Cruz,Venta,Piso,243707.0,87.7,2.0,1.0,Buen estado,1972,2,False,False,True,False,True,5.11,2025-01-09
3841,Sevilla,Los Remedios,Alquiler,Ático,197850.0,56.7,3.0,1.0,Buen estado,1997,5,True,False,False,True,False,6.15,2025-01-12
3842,Sevilla,Triana,Alquiler,Piso,238317.0,81.7,2.0,2.0,Buen estado,1972,2,True,False,False,True,False,7.59,2024-11-24
3843,Sevilla,Los Remedios,Venta,Piso,230245.0,85.9,,2.0,Buen estado,2007,Ático,True,True,False,False,False,4.29,2025-03-20
3844,Sevilla,Macarena,Venta,Ático,171409.0,63.1,2.0,1.0,Buen estado,1987,2,True,False,False,False,True,6.21,2025-02-27
3845,Sevilla,Macarena,Venta,Dúplex,289594.0,93.2,4.0,3.0,Reformado,1999,Ático,False,False,False,False,False,7.38,2024-10-12
3846,Sevilla,Triana,Alquiler,Piso,217228.0,56.6,1.0,2.0,Buen estado,1988,4,True,False,,False,False,5.42,2024-10-31
3847,Sevilla,Los Remedios,Venta,Piso,638344.0,94.5,1.0,1.0,Buen estado,1981,Bajo,False,True,False,False,False,3.67,2025-03-13
3848,Sevilla,Macarena,Venta,Dúplex,329545.0,80.9,,1.0,Buen estado,1978,2,True,True,,False,True,6.52,2025-01-21
3849,Sevilla,Macarena,Venta,Ático,160270.0,52.5,1.0,1.0,Reformado,1993,Bajo,False,True,False,True,True,5.74,2025-03-06
3850,Sevilla,Los Remedios, Venta ,Piso,421477.0,101.2,4.0,1.0,Buen estado,1982,4,,False,False,True,True,4.01,2025-03-23
3851,Sevilla,Triana,Venta,Piso,298904.0,84.6,1.0,2.0,Buen estado,1976,1,False,True,True,True,,5.31,2025-03-05
3852,Sevilla,Nervión,Venta,Dúplex,122866.0,30.0,1.0,1.0,Buen estado,1999,2,False,True,True,True,False,3.52,2024-11-12
3853,Sevilla, Nervión ,Venta,Piso,254943.0,103.2,1.0,1.0,Buen estado,1989,9,True,False,,True,False,5.49,2024-12-04
3854,Sevilla,Macarena,Alquiler,Estudio,309730.0,88.6,3.0,1.0,Buen estado,2001,Bajo,False,True,False,False,False,4.56,2025-02-21
3855,Sevilla,Nervión,Venta,Estudio,194609.0,58.6,1.0,1.0,Buen estado,1977,4,False,False,False,True,False,5.21,2025-01-19
3856,Sevilla,Triana,Alquiler,Estudio,323451.0,87.8,3.0,1.0,Obra nueva,2018,7,True,True,False,True,False,6.06,2025-01-28
3857,Sevilla,Nervión,Venta,Piso,181176.0,60.5,1.0,1.0,Buen estado,1971,5,True,False,False,False,False,1.76,2024-10-11
3858,Sevilla,Triana,Venta,Piso,284494.0,88.8,4.0,1.0,Buen estado,1990,4,False,,False,False,False,3.67,2025-01-25
3859,Sevilla,Triana,Venta,Piso,,,1.0,1.0,Buen estado,1975,3,True,False,False,False,False,5.04,2025-03-30
3860,Sevilla,Triana,Venta,Ático,265356.0,80.6,2.0,1.0,Buen estado,1956,6,True,False,False,True,False,4.89,2024-11-07
3861,Sevilla,Triana,Venta,Dúplex,257204.0,72.8,1.0,2.0,Buen estado,1950,1,True,False,False,True,True,3.37,2025-01-28
3862, Sevilla ,Los Remedios,Venta,Piso,263306.0,81.9,2.0,,Buen estado,1974,5,False,False,False,False,True,6.35,2024-12-18
3863,Sevilla,Los Remedios,Venta,Estudio,291920.0,88.4,2.0,1.0,Buen estado,1991,7,False,False,True,True,False,,2025-02-06
3864,Sevilla,Macarena,Venta,Piso,428234.0,104.1,1.0,1.0,Buen estado,1984,Bajo,True,True,False,True,,6.0,2025-01-25
3865,Sevilla,Nervión,Alquiler,Estudio,,65.7,4.0,1.0,Buen estado,1986,Bajo,True,,False,False,False,4.9,2024-12-19
3866,Sevilla,Macarena,Alquiler,Piso,147114.0,55.4,5.0,3.0,Reformado,1962,1,True,True,False,True,True,2.95,2025-02-16
3867,Sevilla,Santa Cruz,Venta,Chalet,276993.0,107.4,3.0,2.0, Obra nueva ,2021,9,True,False,True,True,True,5.74,2025-03-15
3868,Sevilla,Santa Cruz,Venta,Piso,362585.0,89.8,4.0,1.0,Buen estado,1983,2,False,False,False,False,False,4.62,2024-12-21
3869,Sevilla,Santa Cruz,Venta,Piso,316914.0,90.9,1.0,3.0,Obra nueva,2018,7,True,False,False,False,True,3.77,2024-11-21
3870,Sevilla,Nervión,Venta,Piso,248319.0,81.8,1.0,2.0,Buen estado,2003,3,True,False,True,False,False,4.54,2025-02-14
3871,Sevilla,Macarena,Venta,Piso,170755.0,87.3,,1.0,Obra nueva,2018,2,True,True,False,True,True,6.52,2025-01-08
3872,Sevilla,Los Remedios,Alquiler,Piso,182301.0,71.1,4.0,1.0,Buen estado,1991,2,True,False,False,False,True,6.19,2025-01-24
3873,Sevilla,Santa Cruz,Venta,Piso,145002.0,47.1,,3.0,Buen estado,1992,3,True,False,False,,False,4.53,2025-02-18
3874,Sevilla,Macarena,Alquiler,Piso,360403.0,90.6,2.0,1.0,Buen estado,1985,Bajo,True,True,False,False,True,3.92,2025-03-10
3875,Sevilla,Los Remedios,Venta,Ático,139188.0,42.2,4.0,2.0,Buen estado,1981,5,True,True,False,False,True,4.15,2025-02-09
3876,Sevilla,Los Remedios,Venta,Piso,,43.8,2.0,1.0,Buen estado,1993,5,True,True,False,True,False,6.18,2025-03-09
3877,Sevilla,Santa Cruz,Venta,Dúplex,174434.0,67.8,5.0,1.0,Buen estado,1984,3,,False,False,False,False,5.44,
3878,Sevilla,Santa Cruz,Venta,Estudio,230500.0,72.8,2.0,1.0,Buen estado,1977,7,True,False,False,True,True,2.69,2025-03-23
3879,Sevilla,Macarena,Alquiler,Piso,281529.0,104.3,2.0,,Buen estado,1989,8,True,False,True,False,False,6.44,2024-12-15
3880,Sevilla,Los Remedios,Venta,Piso,292048.0,98.9,2.0,1.0,Obra nueva,2018,8,,True,False,True,True,6.01,2025-02-01
3881,Sevilla,Los Remedios,Alquiler,Piso,175428.0,68.5,3.0,2.0,Buen estado,1978,7,False,True,False,,True,2.65,2024-11-11
3882,Sevilla,Macarena, Alquiler ,Piso,190694.0,62.2,5.0,1.0,Reformado,1960,1,False,False,False,False,True,4.73,2025-01-11
3883,Sevilla,Los Remedios,Alquiler,Piso,261680.0,102.6,2.0,3.0,Buen estado,1987,8,False,False,False,True,False,5.17,2025-03-13
3884,Sevilla,Santa Cruz,Venta,Piso,259733.0,88.0,1.0,1.0,Buen estado,2007,2,True,True,False,False,,5.27,2025-03-05
3885,Sevilla,Triana,Venta,Piso,336979.0,104.2,2.0,1.0,Buen estado,1999,7,True,True,False,False,False,5.63,2025-03-24
3886,Sevilla,Santa Cruz,Venta,Piso,199323.0,72.3,3.0,1.0,Buen estado,1976,6,False,True,False,False,True,6.15,2025-01-26
3887,Sevilla,Triana,Venta,Piso,225644.0,87.5,4.0,1.0,Obra nueva,2021,4,True,True,True,False,False,3.48,2025-01-25
3888,Sevilla,Santa Cruz,Venta, Piso ,370021.0,108.3,2.0,1.0,Buen estado,1982,Ático,True,True,False,False,False,6.7,2025-01-29
3889,Sevilla,Nervión,Venta,Piso,242539.0,70.5,2.0,1.0,Obra nueva,2018,8,True,True,False,True,True,4.71,2024-11-12
3890,Sevilla,Nervión,Alquiler,Piso,289982.0,101.9,4.0,1.0,Reformado,2002,7,False,,False,False,False,5.17,2025-03-05
3891,Sevilla,Los Remedios,Alquiler,Estudio,276997.0,100.1,6.0,1.0,Obra nueva,2021,8,True,True,False,True,True,5.15,2025-03-23
3892,Sevilla,Santa Cruz,Venta,Piso,248168.0,76.2,4.0,1.0,Obra nueva,2023,9,True,True,False,True,True,5.9,2024-10-20
3893,Sevilla,Macarena,Venta,Piso,246568.0,79.1,5.0,1.0,Buen estado,1994,4,False,False,True,False,False,4.1,2025-04-01
3894,Sevilla,Nervión,Venta,Estudio,301097.0,84.6,1.0,1.0,Reformado,2005,8,False,True,False,False,False,5.5,
3895,Sevilla,Macarena,Venta,Dúplex,,69.4,2.0,1.0,Obra nueva,2023,5,,True,False,False,True,3.85,2024-10-14
3896,Sevilla,Los Remedios,Venta,Piso,225786.0,75.1,3.0,2.0,Buen estado,1989,7,True,False,True,True,False,7.14,2024-10-24
3897,Sevilla, Los Remedios ,Venta,Piso,,,1.0,1.0,Obra nueva,2018,8,True,True,False,True,False,4.99,2025-01-19
3898,Sevilla,Macarena,Venta,Piso,319365.0,86.3,1.0,1.0,Buen estado,1978,Bajo,True,False,False,False,False,5.5,2024-10-26
3899,Sevilla,Macarena,Alquiler,Piso,105555.0,62.7,1.0,1.0,A reformar,1966,Bajo,True,False,False,True,False,7.13,2025-02-07
3900,Sevilla,Nervión,Alquiler,Piso,167449.0,47.9,,1.0,Buen estado,2013,8,True,True,False,False,False,5.13,2025-03-15
3901,Sevilla,Triana,Venta,Piso,229294.0,64.3,2.0,1.0,Buen estado,1965,2,,False,False,False,True,6.09,2025-02-11
3902,Sevilla,Triana, Venta ,Piso,175681.0,74.3,3.0,2.0,Buen estado,1976,3,False,False,False,False,False,,2024-12-07
3903,Sevilla,Macarena,Venta,Estudio,174368.0,67.6,4.0,1.0,Reformado,1970,8,False,True,False,True,False,4.52,2025-01-25
3904,Sevilla,Los Remedios,Venta,Piso,196468.0,75.5,,4.0,Buen estado,1952,2,False,False,,False,True,7.21,2024-10-16
3905,Sevilla,Nervión,Alquiler,Piso,294167.0,106.0,2.0,1.0,Buen estado,1990,Ático,True,True,False,True,False,4.23,2024-12-08
3906,Sevilla,Triana,Venta,Piso,354290.0,94.4,1.0,1.0,Buen estado,1990,Ático,True,False,False,True,True,3.72,2025-03-21
3907,Sevilla,Santa Cruz,Venta,Piso,395159.0,105.1,3.0,1.0,Buen estado,1971,9,True,True,False,True,True,5.36,2025-03-14
3908,Sevilla,Macarena,Venta,Chalet,224755.0,78.6,1.0,1.0,Buen estado,1983,1,True,True,False,True,True,7.16,2025-03-15
3909,Sevilla,Los Remedios,Alquiler,Piso,178823.0,59.9,1.0,1.0,Buen estado,1951,4,True,True,False,True,False,3.59,2025-03-13
3910,Sevilla,Santa Cruz,Venta,Chalet,262406.0,82.7,,2.0,Buen estado,1979,8,False,True,True,False,False,2.41,2024-12-19
3911,Sevilla,Nervión,Alquiler,Estudio,220020.0,66.0,1.0,2.0, Obra nueva ,2023,Ático,True,False,False,False,False,3.11,2024-10-28
3912,Sevilla,Macarena,Alquiler,Piso,157734.0,72.0,2.0,1.0,Buen estado,1979,Bajo,True,False,False,False,True,2.23,2025-01-15
3913,Sevilla,Macarena, Alquiler ,Piso,395063.0,126.3,4.0,1.0,Buen estado,1985,1,,True,False,True,False,1.18,2025-01-04
3914,Sevilla,Santa Cruz,Venta,Dúplex,102047.0,30.0,1.0,1.0,Reformado,1979,Bajo,True,True,True,True,False,3.11,2024-11-04
3915,Sevilla,Macarena, Venta ,Piso,212032.0,77.6,2.0,1.0,Obra nueva,2023,Ático,False,True,False,False,False,,2024-11-14
3916,Sevilla,Santa Cruz,Venta,Piso,260259.0,81.5,1.0,2.0,Reformado,1972,Bajo,False,False,False,True,False,7.15,2024-11-07
3917,Sevilla,Macarena,Venta,Piso,178501.0,82.4,,1.0,Buen estado,1966,Ático,,False,False,False,False,3.79,2024-12-24
3918,Sevilla,Triana,Venta,Piso,240009.0,78.7,1.0,5.0,Buen estado,2009,Ático,False,False,True,False,True,5.51,2025-02-24
3919,Sevilla,Triana,Venta,Ático,237976.0,72.2,4.0,1.0,A reformar,1973,1,False,False,False,True,False,8.19,2025-02-02
3920,Sevilla,Nervión,Venta,Piso,316865.0,70.1,2.0,1.0,Buen estado,1991,6,True,False,False,True,False,5.05,2025-02-26
3921,Sevilla,Nervión,Venta,Dúplex,,125.1,2.0,1.0,Obra nueva,2022,5,True,False,False,True,True,4.82,2024-10-16
3922,Sevilla,Triana,Venta,Piso,185397.0,64.3,2.0,1.0,Buen estado,1986,5,False,False,False,True,False,5.34,2025-03-02
3923,Sevilla,Nervión,Venta,Piso,386208.0,102.9,1.0,2.0,Buen estado,1974,1,True,False,False,False,True,,
3924,Sevilla,Santa Cruz,Venta,Ático,,,2.0,1.0,Buen estado,1988,9,,False,False,,True,4.55,2025-01-15
3925,Sevilla,Triana,Venta,Piso,278749.0,78.4,2.0,1.0, Buen estado ,1967,Bajo,False,False,False,False,False,7.12,2025-02-28
3926,Sevilla,Triana,Venta,Dúplex,202916.0,59.4,5.0,1.0,Buen estado,1984,1,True,True,False,True,True,4.4,2025-02-02
3927,Sevilla,Triana,Venta,Dúplex,249183.0,84.5,2.0,1.0,A reformar,1969,6,False,False,False,True,False,4.65,2024-11-27
3928,Sevilla,Los Remedios,Venta,Piso,260471.0,87.9,2.0,2.0,Obra nueva,2021,Ático,True,True,True,True,False,5.63,2025-03-24
3929,Sevilla,Nervión,Venta,Piso,191502.0,95.5,3.0,1.0,Buen estado,1990,7,True,True,False,False,False,2.58,2024-10-10
3930,Sevilla,Triana,Venta,Estudio,210758.0,99.3,5.0,1.0,Buen estado,1971,Ático,True,False,False,True,False,4.75,2025-03-26
3931,Sevilla,Nervión,Venta,Estudio,,,4.0,2.0,Buen estado,1990,6,True,True,False,False,,6.79,2025-03-10
3932,Sevilla,Triana,Venta,Ático,399459.0,105.9,4.0,2.0,Buen estado,2002,3,False,True,False,True,True,4.9,2025-02-03
3933,Sevilla,Los Remedios,Venta,Piso,362746.0,119.4,1.0,1.0,Reformado,1990,9,True,True,False,False,False,2.55,2025-02-01
3934,Sevilla,Macarena,Alquiler,Ático,338224.0,106.2,2.0,2.0,Buen estado,1984,9,False,False,False,False,,3.27,2025-01-13
3935,Sevilla,Macarena,Venta,Ático,276602.0,80.9,1.0,1.0,Buen estado,1984,6,True,False,False,True,True,3.96,2024-12-29
3936,Sevilla,Nervión,Alquiler,Ático,164528.0,49.7,1.0,2.0,Buen estado,1989,5,True,True,False,False,False,8.2,2025-01-07
3937,Sevilla,Nervión,Venta,Piso,254668.0,100.8,1.0,1.0,Buen estado,1993,1,,False,False,True,False,5.3,2025-04-06
3938,Sevilla,Santa Cruz,Alquiler,Dúplex,180496.0,63.5,1.0,1.0,Obra nueva,2020,Ático,True,True,True,False,True,4.21,2024-10-13
3939,Sevilla,Nervión, Alquiler ,Dúplex,,,1.0,2.0,Buen estado,1986,8,True,True,False,True,True,5.74,2025-02-25
3940,Sevilla,Nervión,Venta,Ático,254324.0,76.1,3.0,1.0, Buen estado ,2014,7,False,False,False,False,False,5.1,2024-12-11
3941,Sevilla,Santa Cruz,Venta,Ático,346470.0,123.1,2.0,1.0,Buen estado,1963,2,True,False,False,True,True,6.6,2024-11-28
3942,Sevilla,Nervión,Venta,Piso,294979.0,74.3,1.0,1.0,Buen estado,1970,7,,False,True,True,False,5.05,2025-03-12
3943,Sevilla,Santa Cruz,Alquiler,Piso,242775.0,87.1,3.0,1.0,Buen estado,1969,2,True,False,False,False,False,5.58,2025-01-12
3944,Sevilla,Santa Cruz,Venta,Dúplex,389289.0,95.6,1.0,2.0,A reformar,2012,Ático,False,False,,False,False,3.5,2024-11-22
3945,Sevilla,Nervión,Alquiler,Chalet,158347.0,52.7,3.0,4.0,Buen estado,1990,8,False,False,False,False,True,4.06,2025-01-16
3946,Sevilla,Nervión,Venta,Piso,211514.0,75.6,,1.0,Buen estado,1983,Bajo,True,,False,True,True,6.25,2025-01-15
3947,Sevilla,Macarena, Venta ,Chalet,194592.0,63.8,2.0,1.0,Reformado,2014,9,True,False,False,False,False,2.67,2025-03-07
3948,Sevilla,Macarena, Venta ,Ático,362035.0,108.7,4.0,1.0,Buen estado,1980,9,False,False,False,False,False,4.68,2025-03-11
3949,Sevilla,Nervión,Venta,Estudio,279463.0,87.3,1.0,2.0, Obra nueva ,2023,8,False,True,False,False,True,,2024-12-11
3950,Sevilla,Nervión,Venta,Piso,377337.0,84.8,2.0,1.0,Buen estado,1972,6,False,False,False,False,False,3.71,2025-02-28
3951,Sevilla,Santa Cruz,Venta,Piso,276644.0,81.7,3.0,1.0,Buen estado,1973,5,False,True,False,True,,8.2,2025-01-28
3952,Sevilla,Triana,Venta,Piso,,64.6,4.0,1.0,Buen estado,2007,Bajo,True,True,False,False,False,4.63,2025-02-19
3953, Sevilla ,Los Remedios,Alquiler,Dúplex,242722.0,71.7,3.0,1.0,Buen estado,1984,3,True,True,False,True,False,3.96,2025-03-12
3954,Sevilla,Santa Cruz,Alquiler,Chalet,305242.0,83.0,2.0,3.0,Buen estado,2011,2,False,True,False,False,False,5.52,2024-11-10
3955,Sevilla,Macarena,Venta,Piso,230879.0,78.0,2.0,1.0,Buen estado,2010,4,False,False,True,True,False,4.96,2024-10-21
3956,Sevilla,Macarena,Alquiler,Piso,163089.0,61.4,3.0,1.0,Buen estado,1974,1,False,False,False,True,False,6.19,2024-12-26
3957,Sevilla,Nervión,Alquiler,Ático,204201.0,56.4,4.0,2.0,Obra nueva,2022,1,True,True,False,True,True,3.33,2024-12-03
3958,Sevilla,Los Remedios,Venta,Piso,,,4.0,1.0,Obra nueva,2021,5,,True,False,False,False,4.67,2024-11-16
3959,Sevilla,Santa Cruz,Venta,Piso,151162.0,49.0,3.0,1.0, Buen estado ,1981,6,True,False,False,True,False,7.69,2025-03-22
3960,Sevilla,Los Remedios,Alquiler, Piso ,232334.0,86.1,4.0,2.0,Buen estado,1967,Ático,True,True,False,True,False,4.44,2025-04-05
3961, Sevilla ,Nervión,Venta,Piso,,,4.0,,Buen estado,1981,Ático,True,False,False,,,5.51,2024-11-16
3962,Sevilla,Triana,Venta,Piso,,,1.0,2.0,Obra nueva,2018,9,True,True,True,True,False,6.12,2025-02-10
3963,Sevilla,Macarena,Venta,Ático,231333.0,57.1,4.0,1.0,Buen estado,2002,4,True,True,True,False,False,2.35,2025-03-01
3964,Sevilla,Santa Cruz,Venta,Ático,294155.0,74.7,1.0,1.0, Buen estado ,1968,8,False,False,False,False,True,5.08,2024-10-17
